,name,image_url,description,website,linkedin,crunchbase_url,headquarters_location
87,Authors Equity,,Authors Equity is a company.,https://authorsequity.com/,https://www.linkedin.com/company/authors-equity/,https://www.crunchbase.com/organization/authors-equity,"New York, New York, United States, North America"
88,Godosky & Gentile,https://images.crunchbase.com/image/upload/t_cb-default-original/pykxycqmif2gpvvldxio,"Godosky & Gentile is a law firm that offers legal services for motor vehicle accidents, personal injury, and medical malpractice.",https://www.godoskygentile.com,https://www.linkedin.com/company/godosky-&-gentile-p.c/,https://www.crunchbase.com/organization/godosky-gentile,"New York, New York, United States, North America"
89,C & B Consultants,https://images.crunchbase.com/image/upload/t_cb-default-original/wd15m9rrppwxfqenbian,C & B Consultants LLC offers real estate procurement and specialized security services.,https://www.candbcllc.com,,https://www.crunchbase.com/organization/c-b-consultants,"New York, New York, United States, North America"
90,Pace Appraisals,https://images.crunchbase.com/image/upload/t_cb-default-original/njwobyghqiwstt99e4mb,"Pace Appraisals offers real estate appraisal services in Cairo, NY for multiple property types.",https://www.paceappraisalsinc.com,https://www.linkedin.com/company/pace-appraisals/,https://www.crunchbase.com/organization/pace-appraisals,"Cairo, New York, United States, North America"
91,The Mark Boyland Team,https://images.crunchbase.com/image/upload/t_cb-default-original/igodaiovst9ks5kaafaa,The Mark Boyland Team is a real estate agency that assists with buying and selling properties.,https://www.northofthecity.com,,https://www.crunchbase.com/organization/the-mark-boyland-team,"Bedford, New York, United States, North America"
92,Springhouse Partners,https://images.crunchbase.com/image/upload/t_cb-default-original/q0qp8caw6ep49awsib4p,Springhouse Partners is a real estate company that provides property development and investment services.,http://springhousepartners.com,https://www.linkedin.com/company/springhouse-partners,https://www.crunchbase.com/organization/springhouse-partners,"New York, New York, United States, North America"
93,KMW Textiles,https://images.crunchbase.com/image/upload/t_cb-default-original/hdw67evsifgsyctdfpex,"KMW Textiles supplies a wide range of fabrics, specializing in curated textile collections for design and business needs.",https://kmwtextiles.com,https://www.linkedin.com/company/kmw-textiles,https://www.crunchbase.com/organization/kmw-textiles,"New York, New York, United States, North America"
94,Hudson Valley Designs,https://images.crunchbase.com/image/upload/t_cb-default-original/tza64anpohl95um6cde3,"Hudson Valley Designs specializes in WordPress website design, web development, and home/small business WiFi solutions.",https://www.hudsonvalleydesigns.com,,https://www.crunchbase.com/organization/hudson-valley-designs,"New City, New York, United States, North America"
95,Eastview Mall,https://images.crunchbase.com/image/upload/t_cb-default-original/jkajlhjvoc9h1hen5n7w,"Eastview Mall is a shopping center that features retail stores for clothing, furniture, and fashion products.",https://www.eastviewmall.com,https://www.linkedin.com/company/eastview-mall/,https://www.crunchbase.com/organization/eastview-mall,"Victor, New York, United States, North America"
96,Lafever Insurance Agency,https://images.crunchbase.com/image/upload/t_cb-default-original/msbbcvwzj7dowiwrxfub,"Lafever Insurance Agency Inc. offers health, life, dental, and Medicare insurance plans.",https://www.lafeverinsurance.com,https://www.linkedin.com/company/lafever-insurance-agency,https://www.crunchbase.com/organization/lafever-insurance-agency,"Bovina Center, New York, United States, North America"
97,Nyamb,https://images.crunchbase.com/image/upload/t_cb-default-original/w5w2nusijj2onf0yykrz,"Nyamb is a non-profit trade association providing education, representation, and communication.",https://www.nyamb.org,https://www.linkedin.com/company/new-york-association-of-mortgage-brokers-inc,https://www.crunchbase.com/organization/nyamb,"Mamaroneck, New York, United States, North America"
98,Sentry Capital Management,https://images.crunchbase.com/image/upload/t_cb-default-original/cfn3k3pm8mq0ew8ao9ww,"Sentry Capital offers financial services in Equipment Financing, Real Estate, and Private Equity, focusing on investment safety.",https://www.sentrycapital.com,,https://www.crunchbase.com/organization/sentry-capital-management,"New York, New York, United States, North America"
99,Atlantic Label and Printing,https://images.crunchbase.com/image/upload/t_cb-default-original/tz3rjwrbds8m1sc43voq,"American Printing Converters Inc. manufactures and designs labels, including bar code and thermal printing solutions.",https://www.atlanticlabel.com,https://www.linkedin.com/company/atlantic-label-&-printing-inc-/,https://www.crunchbase.com/organization/atlantic-label-and-printing,"Valley Cottage, New York, United States, North America"
100,Integritas Capital Advisors,,"Integritas Capital Advisors specializes in real estate advisory, asset management, and consulting services.",https://integritasca.com,,https://www.crunchbase.com/organization/integritas-capital-advisors,"New City, New York, United States, North America"
101,Gentlemen's Factory,https://images.crunchbase.com/image/upload/t_cb-default-original/kny626ricaqr3wizwhne,"Gentlemen's Factory is a phygital platform for men of color, offering workspace, incubator, and community.",https://gentlemensfactory.com/,https://www.linkedin.com/company/gentlemensfactory,https://www.crunchbase.com/organization/gentlemen-s-factory,"Brooklyn, New York, United States, North America"
102,Neural Internet,https://images.crunchbase.com/image/upload/t_cb-default-original/wr7mxo9ytojtrsisdob5,Neural Internet is an AI R&D DAO focusing on decentralized AI via the Bittensor network.,https://neuralinternet.ai,https://www.linkedin.com/company/neural-internet,https://www.crunchbase.com/organization/neural-internet,"Buffalo, New York, United States, North America"
103,Wny Occupational Health Care,https://images.crunchbase.com/image/upload/t_cb-default-original/cjsabu75blkyzya6g8ia,"Wny Occupational Health Care specializes in physical examinations, drug and alcohol testing, and work-related injury care.",https://www.wnyohc.com,,https://www.crunchbase.com/organization/wny-occupational-health-care,"Niagara Falls, New York, United States, North America"
104,Charles Zakarin,https://images.crunchbase.com/image/upload/t_cb-default-original/ypmkayzmzqvkaf3pf8tk,"Charles Zakarin is founder of RMG Digital Solutions, a full service online reputation restoration, branding & scholarship management agency.",http://www.rmgdigitalsolutions.com,https://www.linkedin.com/in/charleszakarin/,https://www.crunchbase.com/organization/charles-zakarin,"Harrison, New York, United States, North America"
105,Early Adopter Research,https://images.crunchbase.com/image/upload/t_cb-default-original/xcxlf1mdonxobl87usiy,Early Adopter Research specializes in reporting and analysis services.,https://www.earlyadopter.com,https://www.linkedin.com/company/early-adopter-research,https://www.crunchbase.com/organization/early-adopter-research,"New York, New York, United States, North America"
106,My Bronx place,,My Bronx place is a real estate agency that specializes in the rental and management of commercial and retail properties.,http://www.mybronxplace.com,,https://www.crunchbase.com/organization/my-bronx-place,"Bronx, New York, United States, North America"
107,Dynamax Realty NYC,https://images.crunchbase.com/image/upload/t_cb-default-original/cyfeclmqbozhehpc9gni,"Dynamax Realty NYC Inc. specializes in property management and real estate brokerage in NYC, focusing on maximizing ROI for investors.",https://www.dynamaxrealty.com,https://www.linkedin.com/company/dynamax-realty-nyc-inc/about/,https://www.crunchbase.com/organization/dynamax-realty-nyc,"New York, New York, United States, North America"
108,Fyri Solutions,https://images.crunchbase.com/image/upload/t_cb-default-original/uevhknmpefdphnqfn0hn,"Fyri Solutions is a software company that designs and develops web, apps, and games.",https://fyrisolutions.com,https://www.linkedin.com/company/fyrisolutions/,https://www.crunchbase.com/organization/fyri-solutions,"Larchmont, New York, United States, North America"
109,ChemAnalyst,https://images.crunchbase.com/image/upload/t_cb-default-original/p2gbohzdsp1kktkndknh,ChemAnalyst is a digital procurement platform that offers market analysis services for the chemicals and petrochemical sectors.,https://chemanalyst.com,http://www.linkedin.com/company/chemanalyst,https://www.crunchbase.com/organization/chemanalyst,"New York, New York, United States, North America"
110,Zeera,https://images.crunchbase.com/image/upload/t_cb-default-original/wnyygbmvjigulnfdvjsm,Zeera is a mental healthcare company that provides a digital platform and in-person experience for mental health patients.,https://www.join-real.com,https://www.linkedin.com/company/realnyc,https://www.crunchbase.com/organization/real-ae2d,"New York, New York, United States, North America"
111,Techinfolabs,https://images.crunchbase.com/image/upload/t_cb-default-original/vgfr1eaapepxheogsmac,"Techinfolabs specializes in data analytics, cyber security, and web development.",https://www.techinfolabs.com,https://www.linkedin.com/company/techinfolabs,https://www.crunchbase.com/organization/techinfolabs,"New York, New York, United States, North America"
112,NX3 Healthcare,https://images.crunchbase.com/image/upload/t_cb-default-original/u55vjjpakhtil1zxrtak,NX3 Healthcare is here to benefit a diverse array of healthcare practitioners.,https://nx3healthcare.com/,https://www.linkedin.com/company/nx3-health-care/,https://www.crunchbase.com/organization/nx3-healthcare,"New York, New York, United States, North America"
113,ProLine Roofing,https://images.crunchbase.com/image/upload/t_cb-default-original/egayfxgqlhml5uieqhek,ProLine Roofing is a rapidly growing roofing company serving the Staten Island and Tri-State area markets.,https://www.proline-roofing.com,https://www.linkedin.com/company/proline-roofing-new-york/,https://www.crunchbase.com/organization/proline-roofing,"Staten Island, New York, United States, North America"
114,Bow Tie Partners,https://images.crunchbase.com/image/upload/t_cb-default-original/goqdsot95kreesurt69j,"Bow Tie Partners specializes in real estate development and management, including entertainment venues.",https://bowtiepartners.com,https://www.linkedin.com/company/bow-tie-partners-llc,https://www.crunchbase.com/organization/bow-tie-partners,"New York, New York, United States, North America"
115,Workforce Buffalo,https://images.crunchbase.com/image/upload/t_cb-default-original/oljzgrtnnz1oucxm797h,"Workforce Buffalo offers employment training, job search assistance, and skills development for job seekers and businesses.",https://www.workforcebuffalo.org,https://www.linkedin.com/company/buffalo-employment-&-training,https://www.crunchbase.com/organization/workforce-buffalo,"Buffalo, New York, United States, North America"
